ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
6,Montpellier,Open Sud de France,2/4/2026,ATP250,Indoor,Hard,2nd Round,3,Damm M.,Bautista Agut R.,160,89,373,670,6,1,6,3,,,,,,,2,0,Completed,1.67,2.2,,,1.7,2.25,1.65,2.17,1.71,2.38
6,Montpellier,Open Sud de France,2/4/2026,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Humbert U.,70,38,810,1320,6,7,6,3,7,6,,,,,2,1,Completed,5,1.17,,,5.5,1.19,4.78,1.17,5.3,1.22
6,Montpellier,Open Sud de France,2/4/2026,ATP250,Indoor,Hard,2nd Round,3,Gea A.,Machac T.,168,28,353,1610,6,3,4,5,,,,,,,1,0,Retired,2.75,1.44,,,2.9,1.44,2.78,1.42,3,1.49
6,Montpellier,Open Sud de France,2/5/2026,ATP250,Indoor,Hard,2nd Round,3,Droguet T.,Kovacevic A.,150,83,403,709,4,6,7,6,6,4,,,,,2,1,Completed,1.8,2,,,1.86,2.05,1.8,1.98,1.93,2.04
6,Montpellier,Open Sud de France,2/5/2026,ATP250,Indoor,Hard,2nd Round,3,Griekspoor T.,Carreno Busta P.,29,100,1565,616,6,4,6,4,,,,,,,2,0,Completed,1.62,2.3,,,1.67,2.3,1.63,2.23,1.71,2.38
6,Montpellier,Open Sud de France,2/5/2026,ATP250,Indoor,Hard,2nd Round,3,Nardi L.,Cobolli F.,106,20,571,1955,6,2,6,3,,,,,,,2,0,Completed,2.1,1.73,,,2.15,1.73,2.11,1.7,2.22,1.81
6,Montpellier,Open Sud de France,2/5/2026,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Wawrinka S.,8,113,3725,537,6,4,7,6,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.5,1.3,3.41,1.35,3.75
6,Montpellier,Open Sud de France,2/5/2026,ATP250,Indoor,Hard,2nd Round,3,Fils A.,Blanchet U.,42,174,1110,343,7,6,7,5,,,,,,,2,0,Completed,1.25,4,,,1.27,4.25,1.24,3.86,1.24,5
6,Montpellier,Open Sud de France,2/6/2026,ATP250,Indoor,Hard,Quarterfinals,3,Mannarino A.,Gea A.,70,168,810,353,5,7,6,4,6,4,,,,,2,1,Completed,2.1,1.73,,,2.15,1.75,2.1,1.71,2.2,1.8
6,Montpellier,Open Sud de France,2/6/2026,ATP250,Indoor,Hard,Quarterfinals,3,Damm M.,Nardi L.,160,106,373,571,6,3,7,6,,,,,,,2,0,Completed,,,,,1.8,2.06,1.77,2,1.88,2.12
6,Montpellier,Open Sud de France,2/6/2026,ATP250,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Fils A.,8,42,3725,1110,6,4,6,2,,,,,,,2,0,Completed,1.5,2.63,,,1.52,2.65,1.49,2.57,1.57,2.7
6,Montpellier,Open Sud de France,2/6/2026,ATP250,Indoor,Hard,Quarterfinals,3,Droguet T.,Griekspoor T.,150,29,403,1565,7,6,7,6,,,,,,,2,0,Completed,2.5,1.53,,,2.55,1.55,2.38,1.53,2.72,1.57
6,Montpellier,Open Sud de France,2/7/2026,ATP250,Indoor,Hard,Semifinals,3,Mannarino A.,Damm M.,70,160,810,373,1,6,6,3,6,4,,,,,2,1,Completed,2.3,1.62,,,2.3,1.65,2.25,1.61,2.42,1.69
6,Montpellier,Open Sud de France,2/7/2026,ATP250,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,Droguet T.,8,150,3725,403,6,4,6,7,6,1,,,,,2,1,Completed,1.22,4.33,,,1.25,4.75,1.21,4.26,1.24,5.1
6,Montpellier,Open Sud de France,2/8/2026,ATP250,Indoor,Hard,The Final,3,Auger-Aliassime F.,Mannarino A.,8,70,3725,810,6,3,7,6,,,,,,,2,0,Completed,1.17,5,,,1.19,5.25,1.17,4.85,1.19,6
7,Buenos Aires,Argentina Open,2/9/2026,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Dzumhur D.,167,62,355,877,6,4,6,1,,,,,,,2,0,Completed,1.8,2,,,1.83,2.05,1.81,1.96,1.92,2.06
7,Buenos Aires,Argentina Open,2/9/2026,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Midon L.,94,229,636,245,6,4,6,1,,,,,,,2,0,Completed,1.73,2.1,,,1.8,2.1,1.75,2.04,1.8,2.2
7,Buenos Aires,Argentina Open,2/9/2026,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Pellegrino A.,54,145,945,434,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,,,1.22,4.5,1.2,4.36,1.23,5.2
7,Buenos Aires,Argentina Open,2/9/2026,ATP250,Outdoor,Clay,1st Round,3,Kopriva V.,Barrena A.,95,180,632,336,6,4,3,6,6,4,,,,,2,1,Completed,1.44,2.75,,,1.54,2.75,1.48,2.59,1.52,2.88
7,Buenos Aires,Argentina Open,2/10/2026,ATP250,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Altmaier D.,80,51,717,995,6,2,6,2,,,,,,,2,0,Completed,1.67,2.2,,,1.72,2.31,1.64,2.21,1.73,2.3
7,Buenos Aires,Argentina Open,2/10/2026,ATP250,Outdoor,Clay,1st Round,3,Barrios M.,Seyboth Wild T.,114,197,546,305,4,6,6,5,,,,,,,0,1,Retired,1.62,2.3,,,1.67,2.3,1.63,2.23,1.71,2.34
7,Buenos Aires,Argentina Open,2/10/2026,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,Diaz Acosta F.,71,285,774,182,7,6,6,3,,,,,,,2,0,Completed,1.8,2,,,1.8,2.09,1.77,2.01,1.91,2.06
7,Buenos Aires,Argentina Open,2/10/2026,ATP250,Outdoor,Clay,1st Round,3,Burruchaga R.,Djere L.,104,91,568,651,6,2,6,4,,,,,,,2,0,Completed,1.67,2.2,,,1.75,2.2,1.69,2.14,1.76,2.28
7,Buenos Aires,Argentina Open,2/10/2026,ATP250,Outdoor,Clay,1st Round,3,Buse I.,Passaro F.,96,159,623,376,5,7,7,5,6,4,,,,,2,1,Completed,2.38,1.57,,,2.4,1.58,2.36,1.56,2.58,1.61
7,Buenos Aires,Argentina Open,2/10/2026,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Coria F.,58,322,895,156,7,5,7,5,,,,,,,2,0,Completed,1.11,6.5,,,1.14,7.5,1.12,5.99,1.13,7.8
7,Buenos Aires,Argentina Open,2/11/2026,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Comesana F.,47,63,1028,869,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,,,1.8,2.13,1.72,2.08,1.81,2.2
7,Buenos Aires,Argentina Open,2/11/2026,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Nava E.,73,81,760,710,6,2,6,1,,,,,,,2,0,Completed,1.44,2.75,,,1.48,2.75,1.45,2.67,1.51,2.9
7,Buenos Aires,Argentina Open,2/11/2026,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Burruchaga R.,54,104,945,568,7,6,6,7,6,4,,,,,2,1,Completed,1.44,2.75,,,2.48,2.75,1.56,2.54,1.59,2.66
7,Buenos Aires,Argentina Open,2/11/2026,ATP250,Outdoor,Clay,2nd Round,3,Kopriva V.,Berrettini M.,95,58,632,895,6,4,6,3,,,,,,,2,0,Completed,3,1.4,,,3.1,1.44,2.95,1.38,3.1,1.46
7,Buenos Aires,Argentina Open,2/11/2026,ATP250,Outdoor,Clay,2nd Round,3,Tabilo A.,Fonseca J.,71,33,774,1440,6,3,3,6,7,5,,,,,2,1,Completed,2.38,1.57,,,2.4,1.62,2.33,1.57,2.54,1.62
7,Buenos Aires,Argentina Open,2/12/2026,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Dellien H.,19,167,2135,355,6,0,7,6,,,,,,,2,0,Completed,1.13,6,,,1.17,6,1.14,5.43,1.17,6.4
7,Buenos Aires,Argentina Open,2/12/2026,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Barrios M.,22,114,1789,546,6,1,6,3,,,,,,,2,0,Completed,1.3,3.5,,,1.3,4.4,1.29,3.54,1.35,3.75
7,Buenos Aires,Argentina Open,2/12/2026,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Cerundolo J.M.,94,80,636,717,7,6,6,4,,,,,,,2,0,Completed,2.5,1.53,,,2.5,1.57,2.43,1.54,2.5,1.65
7,Buenos Aires,Argentina Open,2/12/2026,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Buse I.,34,96,1420,623,6,4,6,3,,,,,,,2,0,Completed,1.36,3.2,,,1.4,3.2,1.36,3.08,1.39,3.5
7,Buenos Aires,Argentina Open,2/12/2026,ATP250,Outdoor,Clay,2nd Round,3,Ugo Carabelli C.,Navone M.,47,73,1028,760,6,2,7,5,,,,,,,2,0,Completed,2.3,1.62,,,2.3,1.67,2.2,1.64,2.32,1.75
7,Buenos Aires,Argentina Open,2/13/2026,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Tabilo A.,54,71,945,774,1,6,6,3,6,4,,,,,2,1,Completed,1.62,2.3,,,1.67,2.38,1.59,2.3,1.7,2.4
7,Buenos Aires,Argentina Open,2/13/2026,ATP250,Outdoor,Clay,Quarterfinals,3,Cerundolo F.,Kopriva V.,19,95,2135,632,6,4,6,3,,,,,,,2,0,Completed,1.14,5.5,,,1.17,6,1.15,5.28,1.18,6.2
7,Buenos Aires,Argentina Open,2/13/2026,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Ugo Carabelli C.,34,47,1420,1028,7,6,6,2,,,,,,,2,0,Completed,1.5,2.63,,,1.53,2.75,1.5,2.55,1.58,2.68
7,Buenos Aires,Argentina Open,2/14/2026,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Martinez P.,22,94,1789,636,7,5,6,1,,,,,,,2,0,Completed,1.17,5.5,,,1.19,5.5,1.17,4.91,1.18,6.4
7,Buenos Aires,Argentina Open,2/14/2026,ATP250,Outdoor,Clay,Semifinals,3,Cerundolo F.,Etcheverry T.,19,54,2135,945,6,3,7,5,,,,,,,2,0,Completed,1.4,3,,,1.4,3.2,1.39,2.94,1.44,3.25
7,Buenos Aires,Argentina Open,2/14/2026,ATP250,Outdoor,Clay,Semifinals,3,Darderi L.,Baez S.,22,34,1789,1420,7,6,6,1,,,,,,,2,0,Completed,1.62,2.3,,,1.65,2.33,1.62,2.26,1.68,2.44
7,Buenos Aires,Argentina Open,2/15/2026,ATP250,Outdoor,Clay,The Final,3,Cerundolo F.,Darderi L.,19,22,2135,1789,6,4,6,2,,,,,,,2,0,Completed,1.91,1.91,,,1.93,1.91,1.9,1.88,2.02,1.97
8,Dallas,Dallas Open,2/9/2026,ATP500,Indoor,Hard,1st Round,3,Nakashima B.,Bellucci M.,29,107,1535,553,6,3,6,4,,,,,,,2,0,Completed,1.4,3,,,1.44,3,1.4,2.9,1.44,3.2
8,Dallas,Dallas Open,2/9/2026,ATP500,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Svajda Z.,14,110,2535,551,6,4,7,6,,,,,,,2,0,Completed,1.44,2.75,,,1.46,3.5,1.44,2.75,1.5,2.92
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Tiafoe F.,Atmane T.,30,64,1510,849,4,6,6,2,6,2,,,,,2,1,Completed,1.25,4,,,1.28,4,1.26,3.77,1.29,4.3
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Korda S.,Zheng M.,53,151,960,414,6,3,6,4,,,,,,,2,0,Completed,1.36,3.2,,,1.4,3.3,1.36,3.07,1.41,3.35
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Cilic M.,Tien L.,61,23,890,1710,7,5,7,6,,,,,,,2,0,Completed,3.2,1.36,,,3.25,1.41,3.02,1.37,3.3,1.42
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Kecmanovic M.,Shimabukuro S.,66,144,820,441,6,7,6,3,7,6,,,,,2,1,Completed,1.57,2.38,,,1.65,2.5,1.57,2.34,1.64,2.5
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Michelsen A.,Dimitrov G.,41,43,1160,1105,5,7,6,4,6,4,,,,,2,1,Completed,1.8,2,,,1.91,2,1.86,1.91,1.95,2
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Pinnington Jones J.,Cobolli F.,181,20,331,1955,6,2,6,2,,,,,,,2,0,Completed,2.5,1.53,,,2.75,1.55,2.46,1.53,2.66,1.59
8,Dallas,Dallas Open,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Shelton B.,Diallo G.,9,38,3560,1175,6,4,6,4,,,,,,,2,0,Completed,1.17,5,,,1.2,5,1.18,4.64,1.2,5.7
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Fritz T.,Giron M.,7,59,3940,895,6,4,5,7,7,6,,,,,2,1,Completed,1.4,3,,,1.4,3.2,1.38,2.96,1.39,3.55
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Kovacevic A.,Kypson P.,78,109,721,552,6,4,7,6,,,,,,,2,0,Completed,,,,,1.7,4.33,1.59,2.44,1.69,2.26
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Shapovalov D.,Jodar R.,40,124,1160,498,6,1,6,2,,,,,,,2,0,Completed,1.73,2.1,,,1.85,2.2,1.74,2.05,1.81,2.2
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Paul T.,Brooksby J.,24,45,1700,1042,4,6,6,4,7,6,,,,,2,1,Completed,1.33,3.4,,,1.36,3.45,1.33,3.23,1.38,3.6
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Quinn E.,Svajda T.,74,363,758,131,7,6,7,5,,,,,,,2,0,Completed,1.25,4,,,1.26,4.33,1.25,3.85,1.3,4.2
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Spizzirri E.,Duckworth J.,68,83,781,691,6,2,6,4,,,,,,,2,0,Completed,1.3,3.5,,,1.33,4.25,1.29,3.51,1.32,3.9
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Mannarino A.,Walton A.,52,93,975,643,6,4,6,2,,,,,,,2,0,Completed,1.67,2.2,,,1.75,2.25,1.67,2.15,1.71,2.36
8,Dallas,Dallas Open,2/11/2026,ATP500,Indoor,Hard,2nd Round,3,Davidovich Fokina A.,Michelsen A.,14,41,2535,1160,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,,,1.8,2.1,1.75,2.04,1.86,2.14
8,Dallas,Dallas Open,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Fritz T.,Nakashima B.,7,29,3940,1535,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,,,1.65,2.5,1.59,2.32,1.68,2.42
8,Dallas,Dallas Open,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Korda S.,Tiafoe F.,53,30,960,1510,7,5,6,1,,,,,,,2,0,Completed,1.73,2.1,,,1.8,2.2,1.71,2.1,1.83,2.16
8,Dallas,Dallas Open,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Cilic M.,Quinn E.,61,74,890,758,7,6,6,3,,,,,,,2,0,Completed,1.53,2.5,,,1.55,2.5,1.53,2.46,1.6,2.62
8,Dallas,Dallas Open,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Pinnington Jones J.,Spizzirri E.,181,68,331,781,7,6,4,6,7,6,,,,,2,1,Completed,2.63,1.5,,,2.75,1.53,2.63,1.47,2.8,1.54
8,Dallas,Dallas Open,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Shapovalov D.,Kovacevic A.,40,78,1160,721,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,,,1.34,3.5,1.32,3.29,1.37,3.6
8,Dallas,Dallas Open,2/13/2026,ATP500,Indoor,Hard,2nd Round,3,Shelton B.,Mannarino A.,9,52,3560,975,7,6,6,7,6,3,,,,,2,1,Completed,1.2,4.5,,,1.2,4.75,1.18,4.57,1.21,5.5
8,Dallas,Dallas Open,2/13/2026,ATP500,Indoor,Hard,2nd Round,3,Kecmanovic M.,Paul T.,66,24,820,1700,5,7,6,4,6,4,,,,,2,1,Completed,5,1.17,,,5.5,1.23,4.42,1.2,5.7,1.2
8,Dallas,Dallas Open,2/13/2026,ATP500,Indoor,Hard,Quarterfinals,3,Cilic M.,Pinnington Jones J.,61,181,890,331,6,1,6,4,,,,,,,2,0,Completed,1.29,3.75,,,1.3,3.85,1.28,3.64,1.33,3.9
8,Dallas,Dallas Open,2/13/2026,ATP500,Indoor,Hard,Quarterfinals,3,Fritz T.,Korda S.,7,53,3940,960,6,7,6,4,7,6,,,,,2,1,Completed,1.53,2.5,,,1.57,2.5,1.54,2.43,1.59,2.66
8,Dallas,Dallas Open,2/14/2026,ATP500,Indoor,Hard,Quarterfinals,3,Shelton B.,Kecmanovic M.,9,66,3560,820,5,7,6,3,6,4,,,,,2,1,Completed,1.2,4.5,,,1.21,5.25,1.19,4.52,1.2,5.7
8,Dallas,Dallas Open,2/14/2026,ATP500,Indoor,Hard,Quarterfinals,3,Shapovalov D.,Davidovich Fokina A.,40,14,1160,2535,5,7,6,4,6,3,,,,,2,1,Completed,1.73,2.1,,,1.9,2.2,1.72,2.09,1.86,2.12
8,Dallas,Dallas Open,2/14/2026,ATP500,Indoor,Hard,Semifinals,3,Fritz T.,Cilic M.,7,61,3940,890,7,6,7,6,,,,,,,2,0,Completed,1.53,2.5,,,1.57,2.5,1.54,2.43,1.59,2.66
8,Dallas,Dallas Open,2/14/2026,ATP500,Indoor,Hard,Semifinals,3,Shelton B.,Shapovalov D.,9,40,3560,1160,4,6,6,4,7,6,,,,,2,1,Completed,1.5,2.63,,,1.56,2.75,1.5,2.55,1.54,2.82
8,Dallas,Dallas Open,2/15/2026,ATP500,Indoor,Hard,The Final,3,Shelton B.,Fritz T.,9,7,3560,3940,3,6,6,3,7,5,,,,,2,1,Completed,2.1,1.73,,,2.2,1.76,2.08,1.73,2.18,1.81
9,Rotterdam,ABN AMRO World Tennis Tournament,2/9/2026,ATP500,Indoor,Hard,1st Round,3,Norrie C.,Bautista Agut R.,26,85,1603,685,7,6,6,1,,,,,,,2,0,Completed,1.29,3.75,,,1.33,4,1.27,3.7,1.31,4
9,Rotterdam,ABN AMRO World Tennis Tournament,2/9/2026,ATP500,Indoor,Hard,1st Round,3,Humbert U.,Medvedev D.,36,11,1335,3060,7,6,3,6,6,3,,,,,2,1,Completed,2.75,1.44,,,2.88,1.45,2.76,1.43,3.05,1.47
9,Rotterdam,ABN AMRO World Tennis Tournament,2/9/2026,ATP500,Indoor,Hard,1st Round,3,O Connell C.,Royer V.,119,57,511,897,6,4,4,6,7,6,,,,,2,1,Completed,2,1.8,,,2.2,1.8,2.07,1.74,2.14,1.87
9,Rotterdam,ABN AMRO World Tennis Tournament,2/9/2026,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Pavlovic L.,65,219,849,262,7,6,6,3,,,,,,,2,0,Completed,1.17,5,,,1.21,5.2,1.18,4.61,1.23,5.2
9,Rotterdam,ABN AMRO World Tennis Tournament,2/9/2026,ATP500,Indoor,Hard,1st Round,3,Munar J.,Budkov Kjaer N.,37,132,1185,476,6,1,6,3,,,,,,,2,0,Completed,1.44,2.75,,,1.5,2.88,1.44,2.75,1.53,2.86
9,Rotterdam,ABN AMRO World Tennis Tournament,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Halys Q.,Rottgering M.,77,614,725,59,3,6,6,1,6,1,,,,,2,1,Completed,1.22,4.33,,,1.25,4.4,1.24,3.98,1.28,4.4
9,Rotterdam,ABN AMRO World Tennis Tournament,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Mpetshi G.,27,56,1585,905,6,4,6,4,,,,,,,2,0,Completed,1.5,2.63,,,1.55,2.63,1.53,2.48,1.57,2.68
9,Rotterdam,ABN AMRO World Tennis Tournament,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Struff J.L.,Grenier H.,82,188,706,323,6,0,6,4,,,,,,,2,0,Completed,1.36,3.2,,,1.38,3.3,1.35,3.17,1.4,3.45
9,Rotterdam,ABN AMRO World Tennis Tournament,2/10/2026,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,Fils A.,8,42,3835,1110,7,6,6,2,,,,,,,2,0,Completed,1.22,4.33,,,1.25,4.33,1.22,4.09,1.26,4.7
9,Rotterdam,ABN AMRO World Tennis Tournament,2/10/2026,ATP500,Indoor,Hard,1st Round,3,Bergs Z.,Medjedovic H.,39,79,1170,717,6,7,6,7,,,,,,,2,0,Completed,1.8,2,,,1.85,2.01,1.81,1.98,1.94,2.04
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Boogaard T.,106,1048,562,14,6,3,6,4,,,,,,,2,0,Completed,,,,,1.2,7.5,1.13,5.92,1.2,5.1
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Den Ouden G.,Fucsovics M.,169,49,355,1009,7,6,6,1,,,,,,,2,0,Completed,4,1.25,,,4.1,1.25,3.9,1.25,4.1,1.31
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Tsitsipas S.,Rinderknech A.,32,28,1445,1542,7,5,6,3,,,,,,,2,0,Completed,1.53,2.5,,,1.57,2.5,1.54,2.47,1.56,2.72
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Khachanov K.,De Jong J.,18,86,2320,673,3,6,6,4,7,5,,,,,2,1,Completed,1.14,5.5,,,1.17,5.7,1.14,5.32,1.19,6
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Bublik A.,Hurkacz H.,10,70,3235,775,6,7,7,6,7,5,,,,,2,1,Completed,1.67,2.2,,,1.76,2.2,1.71,2.11,1.83,2.2
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Popyrin A.,6,50,3950,1000,7,5,6,3,,,,,,,2,0,Completed,1.22,4.33,,,1.22,4.4,1.22,4.14,1.23,5
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,2nd Round,3,O Connell C.,Norrie C.,119,26,511,1603,7,6,6,4,,,,,,,2,0,Completed,4,1.25,,,4,1.3,3.6,1.28,4.1,1.31
9,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2026,ATP500,Indoor,Hard,2nd Round,3,Griekspoor T.,Halys Q.,27,77,1585,725,7,5,7,6,,,,,,,2,0,Completed,1.57,2.38,,,1.6,2.6,1.55,2.43,1.6,2.64
9,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Humbert U.,Den Ouden G.,36,169,1335,355,6,4,6,3,,,,,,,2,0,Completed,1.1,7,,,1.12,8,1.1,6.77,1.13,8.2
9,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Munar J.,Khachanov K.,37,18,1185,2320,7,6,3,6,6,3,,,,,2,1,Completed,2.3,1.62,,,2.3,1.7,2.23,1.64,2.42,1.69
9,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Van De Zandschulp B.,Tsitsipas S.,65,32,849,1445,6,4,7,6,,,,,,,2,0,Completed,3,1.4,,,3,1.5,2.79,1.43,3.15,1.44
9,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,De Minaur A.,Wawrinka S.,8,106,3835,562,6,4,6,2,,,,,,,2,0,Completed,1.1,7,,,1.12,7,1.11,6.58,1.12,8.8
9,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Medjedovic H.,6,79,3950,717,6,4,6,4,,,,,,,2,0,Completed,1.22,4.33,,,1.27,4.33,1.25,3.84,1.28,4.5
9,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2026,ATP500,Indoor,Hard,2nd Round,3,Bublik A.,Struff J.L.,10,82,3235,706,7,6,4,6,6,3,,,,,2,1,Completed,1.36,3.2,,,1.37,3.5,1.34,3.24,1.36,3.7
9,Rotterdam,ABN AMRO World Tennis Tournament,2/13/2026,ATP500,Indoor,Hard,Quarterfinals,3,Humbert U.,O Connell C.,36,119,1335,511,6,4,6,1,,,,,,,2,0,Completed,1.2,4.5,,,1.22,4.8,1.21,4.36,1.24,4.9
9,Rotterdam,ABN AMRO World Tennis Tournament,2/13/2026,ATP500,Indoor,Hard,Quarterfinals,3,De Minaur A.,Van De Zandschulp B.,8,65,3835,849,3,6,7,6,7,5,,,,,2,1,Completed,1.13,6,,,1.15,6,1.14,5.63,1.16,6.6
9,Rotterdam,ABN AMRO World Tennis Tournament,2/13/2026,ATP500,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Griekspoor T.,6,27,3950,1585,7,6,6,2,,,,,,,2,0,Completed,1.3,3.5,,,1.36,3.6,1.32,3.38,1.39,3.5
9,Rotterdam,ABN AMRO World Tennis Tournament,2/13/2026,ATP500,Indoor,Hard,Quarterfinals,3,Bublik A.,Munar J.,10,37,3235,1185,6,4,6,7,7,6,,,,,2,1,Completed,1.5,2.63,,,1.5,2.75,1.49,2.63,1.51,2.92
9,Rotterdam,ABN AMRO World Tennis Tournament,2/14/2026,ATP500,Indoor,Hard,Semifinals,3,De Minaur A.,Humbert U.,8,36,3835,1335,6,4,6,3,,,,,,,2,0,Completed,1.4,3,,,1.45,3.1,1.41,2.85,1.44,3.2
9,Rotterdam,ABN AMRO World Tennis Tournament,2/14/2026,ATP500,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,Bublik A.,6,10,3950,3235,6,1,6,2,,,,,,,2,0,Completed,1.44,2.75,,,1.5,2.85,1.45,2.7,1.52,2.88
9,Rotterdam,ABN AMRO World Tennis Tournament,2/15/2026,ATP500,Indoor,Hard,The Final,3,De Minaur A.,Auger-Aliassime F.,8,6,3835,3950,6,3,6,2,,,,,,,2,0,Completed,2.5,1.53,,,2.5,1.6,2.43,1.56,2.56,1.64
10,Delray Beach,Delray Beach Open,2/16/2026,ATP250,Outdoor,Hard,1st Round,3,Atmane T.,Kypson P.,66,105,833,565,6,3,2,6,6,4,,,,,2,1,Completed,2.2,1.67,,,2.2,1.73,2.14,1.69,2.3,1.74
10,Delray Beach,Delray Beach Open,2/16/2026,ATP250,Outdoor,Hard,1st Round,3,Wong C.,Borges N.,137,45,458,1070,7,6,4,6,6,3,,,,,2,1,Completed,2.1,1.73,,,2.15,1.75,2.09,1.71,2.3,1.74
10,Delray Beach,Delray Beach Open,2/16/2026,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Vacherot V.,41,26,1110,1605,7,6,6,4,,,,,,,2,0,Completed,1.91,1.91,,,1.93,1.91,1.89,1.87,2.04,1.94
